Entity,Code,Year,Annual CO₂ emissions,Life expectancy - Sex: all - Age: 0 - Variant: estimates,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Annual CO₂ emissions from flaring,Annual CO₂ emissions from cement,Annual CO₂ emissions from gas,Annual CO₂ emissions from oil,Annual CO₂ emissions from coal,Annual CO₂ emissions (per capita),GDP per capita,Population (historical)
Afghanistan,AFG,1949,14656.0,28.156,0.15357664,297436.0,0.0,0.0,0.0,14656.0,0.0019921463,1156.0,7356890.0
Afghanistan,AFG,1950,84272.0,28.156,0.15357664,297436.0,0.0,0.0,63203.996,21068.0,0.010837197,1156.0,7776180.0
Afghanistan,AFG,1951,91600.0,28.584,0.15357664,297436.0,0.0,0.0,65952.0,25648.0,0.011625335,1170.0,7879343.0
Afghanistan,AFG,1952,91600.0,29.014,0.15357664,297436.0,0.0,0.0,59892.0,31707.998,0.011467511,1189.0,7987784.0
Afghanistan,AFG,1953,106256.0,29.452,0.15357664,297436.0,0.0,0.0,68307.0,37949.0,0.013123366,1240.0,8096703.0
Afghanistan,AFG,1954,106256.0,29.698,0.15357664,297436.0,0.0,0.0,63754.0,42502.0,0.012945492,1245.0,8207954.0
Afghanistan,AFG,1955,153888.0,30.366,0.15357664,297436.0,0.0,0.0,91600.0,62288.0,0.018480647,1246.0,8326981.0
Afghanistan,AFG,1956,183200.0,30.83,0.15357664,297436.0,0.0,0.0,120912.0,62288.0,0.021669438,1278.0,8454303.0
Afghanistan,AFG,1957,293120.0,31.345,0.15357664,297436.0,0.0,0.0,216176.0,76944.0,0.034129996,1253.0,8588340.0
Afghanistan,AFG,1958,329760.0,31.84,0.15357664,297436.0,0.0,0.0,238160.0,91600.0,0.037801724,1298.0,8723412.0
Afghanistan,AFG,1959,384571.0,32.337,0.15357664,297436.0,18171.0,0.0,256480.02,109920.0,0.04335994,1307.0,8869270.0
Afghanistan,AFG,1960,413885.0,32.799,0.15357664,297436.0,18012.0,0.0,268758.0,127115.0,0.045808833,1326.0,9035048.0
Afghanistan,AFG,1961,490798.0,33.291,0.15357664,297436.0,21806.0,0.0,293120.0,175872.0,0.05326608,1309.0,9214082.0
Afghanistan,AFG,1962,688594.0,33.757,0.15357664,297436.0,29074.0,0.0,362736.0,296784.0,0.07322033,1302.0,9404410.0
Afghanistan,AFG,1963,706736.0,34.201,0.15357664,297436.0,50880.0,0.0,392048.0,263808.0,0.07358391,1298.0,9604491.0
Afghanistan,AFG,1964,838551.0,34.673,0.15357664,297436.0,61783.0,0.0,476320.0,300448.0,0.085441604,1291.0,9814317.0
Afghanistan,AFG,1965,1006917.0,35.124,0.15357664,297436.0,83589.0,0.0,542272.0,381056.0,0.10033048,1290.0,10036003.0
Afghanistan,AFG,1966,1091159.0,35.583,0.15357664,297436.0,87223.0,0.0,575248.0,428688.0,0.106284514,1272.0,10266397.0
Afghanistan,AFG,1967,1281865.0,36.042,0.15357664,297436.0,65417.0,260144.0,556928.0,399376.0,0.122013114,1277.0,10505961.0
Afghanistan,AFG,1968,1223391.0,36.51,0.15357664,297436.0,47105.0,347041.0,496817.0,332429.0,0.11373056,1290.0,10756924.0
Afghanistan,AFG,1969,941232.0,36.979,0.15357664,297436.0,50880.0,0.0,527616.0,362736.0,0.08543128,1278.0,11017417.0
Afghanistan,AFG,1970,1670397.0,37.46,0.15357664,297436.0,47350.0,216651.0,671986.0,436974.0,0.14795192,1272.0,11290134.0
Afghanistan,AFG,1971,1893554.0,37.932,0.14987464,304112.0,43234.0,439680.0,747456.0,359072.0,0.1636936,1237.0,11567672.0
Afghanistan,AFG,1972,1530347.0,38.423,0.14287527,366400.0,46427.0,300448.0,626544.0,190528.0,0.12910292,1007.0,11853698.0
Afghanistan,AFG,1973,1635454.0,38.951,0.14261393,223005.0,67106.0,332680.0,701918.0,310745.0,0.1345167,1011.0,12158000.0
Afghanistan,AFG,1974,1913152.0,39.469,0.17565785,367102.0,70301.0,400141.0,770914.0,304695.0,0.15343112,1039.0,12469127.0
Afghanistan,AFG,1975,2121383.0,39.994,0.15883884,303589.0,69417.0,475500.0,874189.0,398689.0,0.16607082,1074.0,12773966.0
Afghanistan,AFG,1976,1980859.0,40.518,0.14491743,293120.0,79243.0,300448.0,883024.0,425024.0,0.15167534,1105.0,13059861.0
Afghanistan,AFG,1977,2384175.0,41.082,0.17109975,381056.0,64862.996,512960.03,974624.0,450672.0,0.1787136,1022.0,13340758.0
Afghanistan,AFG,1978,2153300.0,40.086,0.1420937,282608.0,57598.0,300959.0,935909.0,576226.0,0.15819776,1070.0,13611444.0
Afghanistan,AFG,1979,2232754.0,38.844,0.15080297,267472.0,63666.0,384720.0,1165152.0,351744.0,0.16350494,1023.0,13655575.0
Afghanistan,AFG,1980,1756302.0,39.258,0.15235421,304747.0,23284.0,187254.0,925256.0,315762.0,0.13336322,1019.0,13169313.0
Afghanistan,AFG,1981,1978463.0,39.406,0.18930972,293120.0,32879.0,304112.0,1014928.0,333424.0,0.16573393,1144.0,11937586.0
Afghanistan,AFG,1982,2094580.9,36.058,0.21012834,282128.0,39077.0,395712.0,992944.0,384720.0,0.19056578,1270.0,10991380.0
Afghanistan,AFG,1983,2519954.0,36.517,0.27493176,293120.0,6450.0,615552.0,1220112.0,384720.0,0.2308076,1347.0,10917985.0
Afghanistan,AFG,1984,2821540.0,31.473,0.28817126,315513.0,47963.0,931863.0,1133644.0,392556.0,0.25214335,1337.0,11190222.0
Afghanistan,AFG,1985,3501422.0,32.132,0.3608518,330105.0,31652.0,1192046.0,1547825.0,399794.0,0.30642045,1304.0,11426855.0
Afghanistan,AFG,1986,3133645.0,38.4,0.34514663,329760.0,37565.0,1201792.0,1139504.0,425024.0,0.27439797,1344.0,11420074.0
Afghanistan,AFG,1987,3113826.0,38.831,0.28739482,223242.0,43334.0,391588.0,2012837.9,442824.0,0.27343473,1211.0,11387822.0
Afghanistan,AFG,1988,2856896.0,43.238,0.26797014,186864.0,42944.0,439680.0,1821008.0,366400.0,0.24792345,1101.0,11523299.0
Afghanistan,AFG,1989,2764855.0,44.496,0.24389242,40304.0,42503.0,479984.0,1864976.0,337088.0,0.23284777,999.0,11874089.0
Afghanistan,AFG,1990,2024326.1,45.118,0.2425936,25648.0,45766.0,403040.0,1271408.0,278464.0,0.16805434,963.0,12045664.0
Afghanistan,AFG,1991,1914301.0,45.521,0.23261935,25697.0,45766.0,389125.0,1204085.0,249627.0,0.15641147,881.1704,12238879.0
Afghanistan,AFG,1992,1482054.0,46.569,0.13705125,21984.0,45766.0,362736.0,1029584.06,21984.0,0.111609,843.87537,13278983.0
Afghanistan,AFG,1993,1486943.0,51.021,0.11943916,21984.0,46991.0,351744.0,1047904.0,18320.0,0.0995065,578.4028,14943175.0
Afghanistan,AFG,1994,1453829.0,50.969,0.10369955,22039.0,46991.0,337935.0,1032171.0,14693.0,0.089462,428.42456,16250800.0
Afghanistan,AFG,1995,1417327.0,52.103,0.08572683,21984.0,46991.0,322432.0,1011263.94,14656.0,0.08305054,632.94037,17065837.0
Afghanistan,AFG,1996,1370104.0,52.83,0.07978263,21984.0,47400.0,307776.0,985616.0,7328.0,0.07713131,600.1753,17763266.0
Afghanistan,AFG,1997,1304152.0,53.212,0.07503757,21984.0,47400.0,282128.0,948976.0,3664.0,0.0706777,570.59814,18452100.0
Afghanistan,AFG,1998,1278504.0,52.487,0.07413363,21984.0,47400.0,263808.0,941648.0,3664.0,0.06672778,545.03876,19159996.0
Afghanistan,AFG,1999,1091640.0,54.532,0.069163054,21984.0,47400.0,241824.0,776768.0,3664.0,0.054889955,518.65784,19887792.0
Afghanistan,AFG,2000,1047127.94,55.005,0.05047608,21984.0,10216.0,223504.0,787760.0,3664.0,0.052017417,502.37274,20130334.0
Afghanistan,AFG,2001,1069098.0,55.511,0.04657295,21984.0,6538.0,208848.0,762112.0,69616.0,0.05270568,489.682,20284303.0
Afghanistan,AFG,2002,1340995.0,56.225,0.044077784,0.0,11033.0,547416.0,727438.0,55109.0,0.062727444,796.8166,21378123.0
Afghanistan,AFG,2003,1559602.0,57.171,0.04434073,0.0,9807.0,466408.0,991575.0,91813.0,0.06860504,842.8052,22733053.0
Afghanistan,AFG,2004,1237247.0,57.81,0.03789793,0.0,9807.0,227168.0,908672.0,91600.0,0.052513268,869.03925,23560656.0
Afghanistan,AFG,2005,1889507.0,58.247,0.05188783,0.0,6211.0,329760.0,1447280.0,106256.0,0.077424295,964.4081,24404575.0
Afghanistan,AFG,2006,2159318.0,58.553,0.055392336,0.0,12177.0,329204.0,1656993.0,160944.0,0.08493193,1057.0966,25424100.0
Afghanistan,AFG,2007,2799909.0,58.956,0.07756123,0.0,11605.0,307776.0,1733072.0,747456.0,0.10806349,1259.9967,25909852.0
Afghanistan,AFG,2008,4254477.0,59.708,0.14475153,0.0,15242.0,297040.0,2864051.0,1078145.0,0.1606516,1319.6074,26482631.0
Afghanistan,AFG,2009,6391888.0,60.248,0.22146572,0.0,12872.0,271291.0,4593624.0,1514100.0,0.23271915,1557.3207,27466102.0
Afghanistan,AFG,2010,8364803.5,60.702,0.27538097,0.0,14547.0,271136.0,5833088.0,2246032.0,0.2957424,1627.6716,28284088.0
Afghanistan,AFG,2011,11838316.0,61.25,0.38874245,0.0,14588.0,307776.0,7335328.0,4180624.0,0.4033813,1792.0,29347708.0
Afghanistan,AFG,2012,10035314.0,61.735,0.3196266,0.0,28930.0,307776.0,6573216.0,3125392.0,0.32838032,1945.0,30560036.0
Afghanistan,AFG,2013,9228517.0,62.188,0.26246965,0.0,35550.0,296902.0,5593488.0,3302577.0,0.29183197,2025.0,31622709.0
Afghanistan,AFG,2014,9086037.0,62.26,0.23864281,0.0,28644.0,271245.0,5164657.0,3621491.0,0.27707645,2022.0,32792528.0
Afghanistan,AFG,2015,9670181.0,62.27,0.24670602,0.0,41189.0,282128.0,6624512.0,2722352.0,0.2858314,1928.0,33831767.0
Afghanistan,AFG,2016,8906380.0,62.646,0.2169299,0.0,76126.0,318636.0,5794053.0,2717565.0,0.25666347,1931.2438,34700613.0
Afghanistan,AFG,2017,9677441.0,62.406,0.22601123,0.0,44785.0,300448.0,6074912.0,3257296.0,0.27116078,1909.733,35688941.0
Afghanistan,AFG,2018,10601884.0,62.443,0.21587762,0.0,56880.0,293019.0,6618555.0,3633429.0,0.2885413,1888.814,36743040.0
Afghanistan,AFG,2019,10825145.0,62.941,0.19149083,0.0,38329.0,245488.0,6840688.0,3700640.0,0.28595492,2031.7373,37856125.0
Afghanistan,AFG,2020,11605929.0,61.454,0.18055502,0.0,60674.0,153937.0,7275343.0,4115975.0,0.29706252,1928.4547,39068977.0
Afghanistan,AFG,2021,10271881.0,60.417,0.19826795,0.0,16345.0,157552.0,6701456.0,3396528.0,0.2567944,1485.547,40000410.0
Afghanistan,AFG,2022,10557803.0,65.617,0.20355189,0.0,16345.0,148278.0,6861876.0,3531304.0,0.26017997,1357.9878,40578847.0
Afghanistan,AFG,2023,11020218.0,66.035,0.21004343,0.0,16345.0,149711.0,7011070.0,3843091.0,0.2658372,1357.9878,41454762.0
Africa,,1884,21984.0,58.9485,6.3470297,0.0,0.0,0.0,0.0,21984.0,0.00016810493,3472.0,130956522.0
Africa,,1885,36640.0,58.466,6.048962,0.0,0.0,0.0,0.0,36640.0,0.00027865346,2738.0,131669056.0
Africa,,1886,47632.0,58.9485,6.3470297,0.0,0.0,0.0,0.0,47632.0,0.00036027696,3308.0,132387485.0
Africa,,1887,47632.0,58.9485,6.3470297,0.0,0.0,0.0,0.0,47632.0,0.00035830968,3379.0,133111879.0
Africa,,1888,80608.0,59.255,6.3060112,0.0,0.0,0.0,0.0,80608.0,0.00060305005,3325.0,133842280.0
Africa,,1889,131904.0,58.9485,6.3470297,0.0,0.0,0.0,0.0,131904.0,0.0009820405,3569.0,134489847.0
Africa,,1890,296784.0,58.393,5.851354,0.0,0.0,0.0,0.0,296784.0,0.0022003131,2769.0,135054738.0
Africa,,1891,296784.0,58.393,5.851354,0.0,0.0,0.0,0.0,296784.0,0.0021923848,2762.0,135539040.0
Africa,,1892,479984.0,58.453,5.6386812,0.0,0.0,0.0,0.0,479984.0,0.0035353242,2727.36875,135941070.0
Africa,,1893,1799024.0,58.393,5.8085146,0.0,0.0,0.0,0.0,1799024.0,0.013219625,2778.0,136260909.0
Africa,,1894,2432896.0,58.393,5.8085146,0.0,0.0,0.0,0.0,2432896.0,0.017834708,2791.0,136587590.0
Africa,,1895,3337904.0,58.393,5.8085146,0.0,0.0,0.0,0.0,3337904.0,0.024409406,2927.0,136921163.0
Africa,,1896,4257568.0,58.333,5.8085146,0.0,0.0,0.0,0.0,4257568.0,0.031057494,2870.5,137261683.0
Africa,,1897,4777856.0,58.333,5.8085146,0.0,0.0,0.0,0.0,4777856.0,0.034764815,2929.5,137609187.0
Africa,,1898,6049264.0,58.333,5.8085146,0.0,0.0,0.0,0.0,6049264.0,0.043902785,2941.5,137963724.0
Africa,,1899,5517984.0,58.333,5.8085146,0.0,0.0,0.0,0.0,5517984.0,0.039936516,2959.0,138345391.0
Africa,,1900,2330304.0,58.179500000000004,5.6386812,0.0,0.0,0.0,0.0,2330304.0,0.016815761,2738.0,138755559.0
Africa,,1901,3909488.0,58.333,5.8085146,0.0,0.0,0.0,0.0,3909488.0,0.028121473,3076.22605,139195205.0
Africa,,1902,5825760.0,58.393,5.6386812,0.0,0.0,0.0,0.0,5825760.0,0.04176499,2738.0,139666271.0
Africa,,1903,7895920.0,58.333,5.4688478,0.0,0.0,0.0,0.0,7895920.0,0.056402333,2723.407,140170120.0
Africa,,1904,8910848.0,58.333,5.4688478,0.0,0.0,0.0,0.0,8910848.0,0.06341765,2748.5,140688001.0
Africa,,1905,10262864.0,57.8685,5.25653385,0.0,0.0,0.0,0.0,10262864.0,0.07276437,2741.5,141220048.0
Africa,,1906,11717472.0,58.026,5.2924185,0.0,0.0,0.0,0.0,11717472.0,0.08275714,2815.4691000000003,141766391.0
Africa,,1907,12930256.0,57.8685,5.25653385,0.0,0.0,0.0,0.0,12930256.0,0.0909625,2824.1584,142327180.0
Africa,,1908,13402912.0,57.8685,5.25653385,0.0,0.0,0.0,0.0,13402912.0,0.09390756,2738.0,142902543.0
Africa,,1909,15385136.0,56.783,5.19878125,0.0,0.0,0.0,0.0,15385136.0,0.10735923,2719.0,143483346.0
Africa,,1910,17411328.0,56.979,5.2206492,0.0,0.0,0.0,0.0,17411328.0,0.12100435,2837.0,144068383.0
Africa,,1911,16865392.0,56.587,5.1769133,0.0,0.0,0.0,10992.0,16854400.0,0.116731,3023.6616,144655670.0
Africa,,1912,17953600.0,55.594,5.1769133,0.0,0.0,0.0,84272.0,17869328.0,0.123760745,2911.0818,145245400.0
Africa,,1913,19606064.0,56.587,5.1769133,0.0,0.0,0.0,40304.0,19565760.0,0.13460414,2927.0,145835662.0
Africa,,1914,19551104.0,56.587,5.1769133,0.0,0.0,0.0,307776.0,19243328.0,0.13367727,3190.0,146434524.0
Africa,,1915,19606064.0,55.594,5.0076933,0.0,0.0,0.0,91600.0,19514464.0,0.13349853,3000.0,147042086.0
Africa,,1916,23255408.0,55.472,4.80666,0.0,0.0,0.0,183200.0,23072208.0,0.15768538,2888.0,147658424.0
Africa,,1917,25343888.0,56.090500000000006,4.99178665,0.0,0.0,0.0,425024.0,24918864.0,0.17112114,2940.6257,148283643.0
Africa,,1918,24724672.0,55.472,4.80666,0.0,0.0,0.0,868368.0,23856304.0,0.16625711,2772.0,148892208.0
Africa,,1919,25442816.0,55.533,4.97564565,0.0,0.0,0.0,691885.0,24750932.0,0.17010342,2690.5,149751440.0
Africa,,1920,28051584.0,55.399,4.6841583,0.0,0.0,0.0,458000.0,27593584.0,0.18615878,2552.0,150865200.0
Africa,,1921,27985632.0,55.399,4.6841583,0.0,0.0,0.0,560592.0,27425040.0,0.18404068,2542.0,152239781.0
Africa,,1922,23969888.0,55.399,4.6841583,0.0,0.0,0.0,534486.0,23435402.0,0.15595937,2695.0,153876862.0
Africa,,1923,29044528.0,55.399,4.6841583,0.0,0.0,0.0,472656.0,28571872.0,0.18666829,2608.0,155780482.0
Africa,,1924,30631040.0,55.435500000000005,4.74540915,0.0,0.0,0.0,504818.0,30126222.0,0.19445343,2731.0,157712366.0
Africa,,1925,32184576.0,55.435500000000005,4.74540915,0.0,0.0,0.0,560592.0,31623984.0,0.20180704,2696.0,159672951.0
Africa,,1926,34437936.0,56.090500000000006,4.6841583,0.0,0.0,0.0,534944.0,33902990.0,0.21327865,2814.0,161662674.0
Africa,,1927,33840704.0,55.533,4.602488,0.0,0.0,0.0,571584.0,33269120.0,0.2069944,2647.5,163681990.0
Africa,,1928,34770320.0,55.435500000000005,4.266296,0.0,127385.0,0.0,827878.0,33815056.0,0.21005066,2767.0,165731367.0
Africa,,1929,35801616.0,55.472,4.434392,0.0,365799.0,0.0,845906.0,34589910.0,0.21359752,3041.0,167813287.0
Africa,,1930,33695670.0,55.435500000000005,4.266296,0.0,261137.0,0.0,879897.0,32554640.0,0.19853099,2877.0,169928217.0
Africa,,1931,29463712.0,55.435500000000005,4.266296,0.0,266095.0,0.0,890493.0,28307124.0,0.17142504,2821.0,172076932.0
Africa,,1932,26622752.0,55.399,4.2061022,0.0,432480.0,0.0,835392.0,25354880.0,0.15295953,2635.0,174259628.0
Africa,,1933,28491132.0,55.087,4.434392,0.0,464461.0,0.0,736464.0,27290204.0,0.16163766,2749.5,176476818.0
Africa,,1934,32539280.0,54.8205,4.266296,0.0,534267.0,0.0,681504.0,31323508.0,0.18227975,2774.0,178726971.0
Africa,,1935,35909544.0,55.087,4.434392,0.0,609675.0,0.0,556928.0,34742940.0,0.19862159,2733.5,181010603.0
Africa,,1936,39015950.0,55.087,4.6433231500000005,0.0,690514.0,0.0,560592.0,37764850.0,0.21307538,2977.02235,183328236.0
Africa,,1937,41844264.0,55.087,4.6433231500000005,0.0,726992.0,0.0,534944.0,40582330.0,0.22562651,3116.03355,185680386.0
Africa,,1938,44013164.0,54.554,4.434392,0.0,749980.0,0.0,703488.0,42559696.0,0.23430876,3029.0,188067589.0
Africa,,1939,46852930.0,54.554,4.2061022,0.0,729824.0,109920.0,2055811.1,43957376.0,0.24609981,3037.0,190609541.0
Africa,,1940,49649184.0,55.087,4.434392,0.0,653021.0,91600.0,2865248.0,46039320.0,0.25714242,3260.4827999999998,193310936.0
Africa,,1941,54023456.0,54.9765,4.266296,0.0,719588.0,98928.0,3762928.0,49442016.0,0.27570948,3413.199,196179605.0
Africa,,1942,58822884.0,54.9765,4.266296,0.0,770469.0,106256.0,3642181.0,54303980.0,0.2956288,3413.199,199217448.0
Africa,,1943,60119628.0,55.243,4.602488,0.0,808734.0,117248.0,3957120.0,55236530.0,0.29735428,2995.0,202429522.0
Africa,,1944,66632910.0,55.399,4.6433231500000005,0.0,968922.0,130941.0,4162455.2,61370588.0,0.3243292,3159.0,205701844.0
Africa,,1945,67527180.0,55.435500000000005,4.602488,0.0,937137.94,135568.0,4151311.8,62303170.0,0.32344264,3131.0,209035596.0
Africa,,1946,68159370.0,54.8205,4.266296,0.0,1144291.0,134919.0,3942406.0,62937748.0,0.32124582,3124.0,212431972.0
Africa,,1947,67934744.0,54.2935,4.1459084,0.0,1280709.0,135568.0,4103632.0,62414836.0,0.31506482,3245.0,215892204.0
Africa,,1948,71733140.0,54.033,4.2061022,0.0,1424342.0,138599.0,5811104.0,64359092.0,0.32733774,3275.0,219417536.0
Africa,,1949,77323530.0,53.585,4.1459084,0.0,1531777.0,139796.0,7071520.0,68580430.0,0.34674028,3359.0,223283534.0
Africa,,1950,94868000.0,48.510000000000005,1.7509358,0.0,2014221.0,3664.0,23866676.0,68983440.0,0.41701305,2632.0,227776845.0
Africa,,1951,101125270.0,49.132999999999996,1.7167745,0.0,2268971.0,3664.0,26103852.0,72748780.0,0.43538994,2657.0,232557376.0
Africa,,1952,110325210.0,49.934,1.6843369,0.0,2327259.0,7328.0,28608056.0,79382580.0,0.4650465,2557.0,237539914.0
Africa,,1953,112007010.0,51.002,1.6843369,0.0,2636801.0,14656.0,30302374.0,79053176.0,0.46213555,2745.0,242685418.0
Africa,,1954,117536136.0,51.947,1.6518993,0.0,3040795.0,22003.0,32703564.0,81769770.0,0.47455564,2848.0,248006207.0
Africa,,1955,129402500.0,52.94,1.586908,0.0,3408643.0,21984.0,34296600.0,91675270.0,0.51107895,2766.0,253538237.0
Africa,,1956,135106260.0,53.8655,1.586908,0.0,3517016.0,29297.0,35966240.0,95593704.0,0.52181756,2799.0,259271772.0
Africa,,1957,141593120.0,54.335,1.586908,0.0,3680826.0,21975.0,38591060.0,99299270.0,0.53480226,3054.0,265129067.0
Africa,,1958,148670930.0,55.3835,1.586908,0.0,3988625.0,18287.0,41519772.0,103144250.0,0.5492976,3022.0,271042101.0
Africa,,1959,147841250.0,55.863,1.5264349,0.0,4189193.0,34512.0,41941790.0,101675750.0,0.53397065,3204.0,277271953.0
Africa,,1960,156567200.0,56.539,1.5264349,0.0,4399304.0,47267.0,48598332.0,103522300.0,0.5522528,3398.0,283922302.0
Africa,,1961,161994340.0,56.641000000000005,1.4774877,0.0,4300480.0,498014.0,52192852.0,105003010.0,0.5578653,3532.0,290814091.0
Africa,,1962,166334910.0,57.774,1.4285405,0.0,4461000.0,739735.0,54465770.0,106668390.0,0.55908394,3599.0,297959978.0
Africa,,1963,176334880.0,58.296,1.4774877,1146832.0,4798253.0,718144.0,60485520.0,109186130.0,0.57831824,3698.0,305371377.0
Africa,,1964,193639340.0,58.1685,1.4285405,1876914.0,5317986.0,1450996.0,69389016.0,115604430.0,0.61948013,3732.0,313060736.0
Africa,,1965,213634400.0,58.581999999999994,1.4285405,4947942.0,5691309.0,2122516.0,75981544.0,124891080.0,0.66652215,3889.0,321013552.0
Africa,,1966,221082100.0,59.2395,1.4285405,5193363.0,5841152.0,2359712.0,83844610.0,123843270.0,0.6725036,4074.0,329252363.0
Africa,,1967,237045200.0,59.488,1.4285405,20763402.0,5964188.0,2318534.0,80898024.0,127101050.0,0.7027146,4114.0,337851076.0
Africa,,1968,257271420.0,59.767,1.4285405,29667770.0,6744592.0,2364020.0,85991500.0,132503540.0,0.7429979,4264.0,346800979.0
Africa,,1969,277716580.0,60.504,1.4285405,38325700.0,7695605.0,2890042.0,93613900.0,135191330.0,0.7812512,4420.0,356032564.0
Africa,,1970,302405900.0,60.78,1.4074305,54935440.0,8377491.0,816456.0,98179710.0,140096800.0,0.8285632,4635.0,365552202.0
Africa,,1971,331612900.0,61.537000000000006,1.4334102,55975990.0,8982039.0,1692644.0,115055800.0,149906400.0,0.88492876,4804.0,375326477.0
Africa,,1972,351688000.0,61.816,1.3841423499999999,64649904.0,9559081.0,4414162.0,119141320.0,153923520.0,0.9141623,4999.5,385312230.0
Africa,,1973,377821120.0,62.1,1.6201010500000002,80005650.0,10113216.0,5360477.0,128050610.0,154291180.0,0.95599747,5249.5,395821980.0
Africa,,1974,388183260.0,61.964,1.7325092999999998,81362400.0,10546560.0,5111146.0,133922410.0,157240740.0,0.95552486,5458.0,406870352.0
Africa,,1975,387017150.0,61.883,1.6566592500000001,64308812.0,10600163.0,6422434.0,143498640.0,162187090.0,0.9262899,5631.5,418433496.0
Africa,,1976,419914700.0,63.49,1.7279949000000001,77799780.0,10874212.0,8885064.0,150449280.0,171906350.0,0.97684073,5808.5,430496968.0
Africa,,1977,432918820.0,63.742,1.6990072999999999,71549440.0,11640610.0,13669397.0,159366140.0,176693260.0,0.97943056,5987.82885,442660483.0
Africa,,1978,462338660.0,64.078,1.71477065,71705960.0,12366562.0,34434260.0,165156100.0,178675780.0,1.0164287,6066.5,455539241.0
Africa,,1979,498986780.0,64.328,1.7666548,87718560.0,13382417.0,19657064.0,180866180.0,197362580.0,1.0650722,6337.0,469198441.0
Africa,,1980,536023460.0,64.553,1.7386303,76248300.0,14599980.0,34631890.0,198145740.0,212397550.0,1.1113187,6457.5,483051700.0
Africa,,1981,548882300.0,64.7945,1.74789005,52539024.0,15839893.0,29401288.0,213761800.0,237340290.0,1.1046573,6456.489,497620995.0
Africa,,1982,571969100.0,65.2525,1.6370000500000002,44949930.0,16966068.0,23984876.0,235836290.0,250232000.0,1.1166936,6546.5,512958828.0
Africa,,1983,594811400.0,65.74199999999999,1.5941629,41279210.0,18681312.0,30430676.0,243476770.0,260943420.0,1.1277032,6453.597,528232702.0
Africa,,1984,649591230.0,66.289,1.5973631,45563536.0,19428384.0,47570148.0,250966430.0,286062720.0,1.1966531,6464.5,543638096.0
Africa,,1985,666141950.0,66.6525,1.6536998,51400376.0,19074708.0,48848144.0,252121500.0,294697200.0,1.191995,6409.0,559664038.0
Africa,,1986,690176300.0,67.031,1.7493631,53018116.0,18395676.0,58356932.0,254618220.0,305787400.0,1.2000366,6263.0,575967268.0
Africa,,1987,690283140.0,67.2525,1.7928269000000001,44862016.0,19998628.0,67871910.0,245032880.0,312517730.0,1.1665251,6207.0,592601295.0
Africa,,1988,725373250.0,67.60849999999999,1.79424985,49233184.0,21544448.0,68951960.0,262924800.0,322718820.0,1.1920505,6338.0,609387685.0
Africa,,1989,698582900.0,67.7695,1.9991013,22048068.0,22493600.0,71402780.0,269156930.0,313481500.0,1.1169115,6244.07715,626359188.0
Africa,,1990,658343900.0,67.8775,1.7297436,20864704.0,22754678.0,75954380.0,243020160.0,295749900.0,1.0240961,5844.5,643775322.0
Africa,,1991,687670400.0,68.25450000000001,1.8547799999999999,20798772.0,24384054.0,78465950.0,257521230.0,306500380.0,1.041674,5938.9231500000005,661103795.0
Africa,,1992,666660030.0,68.46449999999999,1.74474715,23233424.0,24767734.0,74272180.0,256048430.0,288338270.0,0.9838701,5539.519200000001,678558071.0
Africa,,1993,706441700.0,68.228,1.6513921,21592254.0,24413636.0,81721270.0,260130400.0,318584200.0,1.0155436,5338.6106,696621732.0
Africa,,1994,790233800.0,68.4755,1.666459,92812410.0,24884136.0,85588980.0,256525120.0,330423170.0,1.107567,5486.2667,714502673.0
Africa,,1995,844549400.0,68.765,1.7309858,104283200.0,26899588.0,101555620.0,265226530.0,346584450.0,1.154304,5653.399649999999,732695472.0
Africa,,1996,872284300.0,69.0705,1.7168249,119662104.0,27419358.0,108019300.0,264465470.0,352718080.0,1.1624247,5724.9935000000005,751473736.0
Africa,,1997,893938400.0,69.20400000000001,1.8062022,107882020.0,27538964.0,95205200.0,303134200.0,360178050.0,1.1620444,6171.9363,770384697.0
Africa,,1998,912482100.0,69.417,1.9756289,101273320.0,28569784.0,112712810.0,315172160.0,354754000.0,1.1567284,6420.0599999999995,789981693.0
Africa,,1999,899879040.0,69.9625,1.956968,96475736.0,29730424.0,114376710.0,293583870.0,365712320.0,1.1124499,6453.41555,810079831.0
Africa,,2000,930850800.0,70.2415,2.007819,103379910.0,30897466.0,114348140.0,312215260.0,370010050.0,1.1223302,6811.31885,830582806.0
Africa,,2001,920601800.0,70.428,1.9926852,98199900.0,32411640.0,120125510.0,298124580.0,371740200.0,1.0824622,6965.6591499999995,851690326.0
Africa,,2002,899995840.0,70.788,1.95599665,82497624.0,34928264.0,134354850.0,287548930.0,360666180.0,1.0319118,7241.47085,873411364.0
Africa,,2003,989644600.0,70.951,1.9327924,91857390.0,35273140.0,145781760.0,326150240.0,390582080.0,1.1064153,7456.77685,895734468.0
Africa,,2004,1045725800.0,71.094,2.1512432500000003,88023704.0,38021356.0,152688160.0,349600220.0,417392320.0,1.139779,8004.15825,918778465.0
Africa,,2005,1059372350.0,71.487,2.15162975,85869160.0,41903200.0,183512720.0,335862180.0,412225100.0,1.1255214,8457.794,942546629.0
Africa,,2006,1091175800.0,71.626,2.2187397,80200810.0,45734856.0,176246880.0,370383360.0,418609920.0,1.1300635,9388.0055,966932351.0
