Entity,Code,Year,Annual CO₂ emissions (ton),Carbon intensity of GDP (kg CO2e per 2021 PPP $),"GDP per capita, PPP (constant 2021 international $)",Life expectancy - Sex: all - Age: 0 - Variant: estimates,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Annual CO₂ emissions from flaring (ton),Annual CO₂ emissions from cement (ton),Annual CO₂ emissions from gas (ton),Annual CO₂ emissions from oil (ton),Annual CO₂ emissions from coal (ton),Share of annual CO₂ emissions embedded in trade (percentage),Annual CO₂ emissions (ton per capita),"GDP per capita (PPP, constant 2021 international $)","Population (historical, persons)"
Albania,ALB,1994,1923806.0,0.16177173,4517.5396,73.837,0.73081017,0.0,51502.0,98928.0,1604832.0,168544.0,23.330498,0.5884248,3399.7102,3269417.0
Albania,ALB,1995,2089065.1,0.12606117,5151.102,74.022,0.6493539,0.0,103177.0,51296.0,1773376.0,161216.0,21.897003,0.64109814,3666.6506,3258573.0
Albania,ALB,1996,2017508.0,0.11658829,5563.474,74.113,0.6486359,0.0,104900.0,43968.0,1755056.0,113584.0,49.991882,0.62159795,3965.6853,3245680.0
Albania,ALB,1997,1543009.0,0.101567544,4942.7207,73.383,0.50202,0.0,51761.0,36640.0,1410640.0,43968.0,44.32685,0.47776133,3526.9856,3229665.0
Albania,ALB,1998,1754709.0,0.11360372,5387.2593,74.357,0.6120127,0.0,43552.0,32907.0,1623405.0,54845.0,44.577206,0.5466155,3873.373,3210134.0
Albania,ALB,1999,2986196.0,0.16314846,6085.6597,74.568,0.992866,0.0,55050.0,29348.0,2791742.0,110056.0,26.877909,0.9365232,4432.0425,3188598.0
Albania,ALB,2000,3024926.0,0.15899475,6581.639,74.826,1.046446,0.0,93637.0,21957.0,2839801.0,69531.0,34.887657,0.9553966,4808.4795,3166147.0
Albania,ALB,2001,3220656.0,0.15539287,7232.5757,75.083,1.1238908,0.0,0.0,14656.0,3125392.0,80608.0,39.3884,1.0230986,5285.809,3147943.0
Albania,ALB,2002,3748272.0,0.17300783,7590.0547,75.299,1.313139,0.0,0.0,25648.0,3638352.0,84272.0,36.671688,1.1959662,5608.9624,3134095.0
Albania,ALB,2003,4303499.0,0.17264412,8024.8213,75.557,1.3854382,0.0,302411.0,25648.0,3891168.0,84272.0,37.816578,1.3801702,6004.645,3118093.0
Albania,ALB,2004,4176684.0,0.17190522,8482.808,75.951,1.4582388,0.0,300172.0,32976.0,3759264.0,84272.0,32.34323,1.3478992,6419.8706,3098662.0
Albania,ALB,2005,4261413.0,0.15368015,8963.804,76.427,1.3775587,0.0,256491.98,21965.0,3909740.0,73216.0,36.869507,1.3853046,6858.4673,3076156.0
Albania,ALB,2006,3910715.0,0.14447312,9563.48,76.994,1.3816658,0.0,275828.0,21963.0,3539714.0,73210.0,46.824417,1.2818633,7347.33,3050805.0
Albania,ALB,2007,3948970.0,0.13925454,10262.378,77.691,1.4290828,0.0,467837.0,32944.0,3374978.0,73210.0,51.58539,1.3063571,7866.1577,3022887.0
Albania,ALB,2008,4397043.0,0.12872924,11055.718,78.248,1.4231942,0.0,483891.0,14656.0,3795904.0,102592.0,48.94205,1.4691418,8522.13,2992933.0
Albania,ALB,2009,4406552.0,0.12774703,11429.967,78.509,1.4601443,0.0,585000.0,18320.0,3414848.0,388384.0,56.94341,1.4879525,8859.472,2961487.0
Albania,ALB,2010,4783865.0,0.13225156,11828.375,78.414,1.564321,0.0,837737.0,25648.0,3491792.0,428688.0,38.269894,1.6334258,9222.973,2928731.0
Albania,ALB,2011,5314676.0,0.1412882,12152.417,78.303,1.7169932,0.0,976500.0,29312.0,3773920.0,534944.0,34.372803,1.8254088,9484.0,2911499.0
Albania,ALB,2012,4850060.0,0.12714083,12292.297,78.084,1.5628529,0.0,1039500.0,29312.0,3154704.0,626544.0,41.082058,1.6666856,9634.334,2910003.0
Albania,ALB,2013,5287465.0,0.13152604,12525.081,77.995,1.6473743,225.0,1128600.0,32976.0,3330576.0,795088.0,24.38522,1.8185163,9748.728,2907571.0
Albania,ALB,2014,5999650.0,0.13745092,12832.212,78.029,1.7637994,11573.0,1044899.94,58586.0,3855679.0,1028913.0,8.521272,2.0661745,9942.276,2903748.0
Albania,ALB,2015,4712144.0,0.12832628,13156.332,78.358,1.6883031,35407.0,954113.0,62288.0,3337904.0,322432.0,25.496355,1.625643,10192.529,2898634.0
Albania,ALB,2016,4631979.0,0.11503785,13692.479,78.643,1.5751534,39877.0,880470.0,161216.0,3359888.0,190528.0,25.719557,1.5984093,10547.255,2897868.0
Albania,ALB,2017,5293048.0,0.131325,14155.04,78.9,1.8589107,30763.0,1011492.0,168421.0,3807772.0,274599.0,12.521925,1.8262942,10958.307,2898245.0
Albania,ALB,2018,4894953.0,0.12582289,14710.982,79.238,1.8509784,13859.0,927638.0,150224.0,3330576.0,472656.0,21.414608,1.6912805,11426.92,2894229.0
Albania,ALB,2019,4826944.0,0.1150988,15078.507,79.467,1.7355181,4474.0,927638.0,131904.0,3440496.0,322432.0,20.85076,1.6731111,11715.307,2885011.0
Albania,ALB,2020,4711145.0,0.10960616,14662.796,77.824,1.6071327,192.0,1321753.0,102592.0,2718688.0,567920.0,22.452875,1.6403993,11372.541,2871950.0
Albania,ALB,2021,5134120.0,0.111137055,16126.777,76.844,1.7922826,0.0,1311795.0,102514.0,2863082.0,856728.0,19.160265,1.8016726,12455.917,2849641.0
Albania,ALB,2022,5173371.0,0.09696689,17111.953,78.769,1.659293,15362.0,1311795.0,110273.0,2900337.0,835604.0,16.256063,1.8295889,12978.101,2827614.0
Argentina,ARG,1990,112148700.0,0.17984131,17007.285,71.615,3.0586123,4785184.0,1822000.0,43213216.0,59188256.0,3140048.0,0.7453889,3.4237704,10254.0,32755907.0
Argentina,ARG,1991,117754900.0,0.17368138,18295.61,72.02,3.1776066,4103680.2,2196000.0,47283920.0,61232770.0,2938528.0,3.099414,3.5436008,11223.984,33230293.0
Argentina,ARG,1992,121534696.0,0.1638326,19476.283,72.096,3.1908503,3997424.0,2495000.0,48302510.0,63632690.0,3107072.0,5.8323627,3.607063,12267.084,33693532.0
Argentina,ARG,1993,118001064.0,0.15670651,20791.346,72.303,3.2581391,4752356.0,2761000.0,40807240.0,67152220.0,2528239.0,5.0334253,3.4551,12926.795,34152719.0
Argentina,ARG,1994,118469420.0,0.15260126,21711.844,72.732,3.3132544,1978066.0,3050000.0,42676988.0,67203064.0,3561301.0,4.787902,3.4226372,13571.38,34613492.0
Argentina,ARG,1995,125276640.0,0.15924118,20819.5,72.864,3.3153217,2886812.0,2621000.0,53193950.0,62833936.0,3740944.0,2.472493,3.5721865,13086.036,35070016.0
Argentina,ARG,1996,131149500.0,0.16427225,21695.596,73.056,3.5639844,2150744.0,2422000.0,57541548.0,65920892.0,3114315.0,2.4147465,3.692917,13715.227,35513795.0
Argentina,ARG,1997,136553060.0,0.15717684,23172.158,73.407,3.6421263,2205528.0,3169000.0,61503904.0,66867996.0,2806624.0,5.1792207,3.7986495,14722.6455,35947790.0
Argentina,ARG,1998,139320100.0,0.15953575,23783.102,73.412,3.7942548,1692871.0,3283000.0,61613824.0,69575700.0,3154704.0,6.0179687,3.8303308,15185.959,36372862.0
Argentina,ARG,1999,148303870.0,0.16743621,22714.512,73.683,3.8032317,1883376.0,3290000.0,67619120.0,72723070.0,2788304.0,1.0322697,4.0305786,14577.832,36794687.0
Argentina,ARG,2000,143468700.0,0.16493617,22281.38,73.91,3.6750057,1465784.0,2771000.0,69438250.0,67433990.0,2359677.0,-0.96947694,3.855236,14368.942,37213986.0
Argentina,ARG,2001,135136850.0,0.1657122,21066.459,74.154,3.490969,1506541.0,2481000.0,64807068.0,64334420.0,2007817.0,-3.3752215,3.5916946,13651.981,37624817.0
Argentina,ARG,2002,124931020.0,0.17564818,18571.701,74.312,3.262086,1509591.0,1729000.0,62617760.0,57495490.0,1579184.0,-34.21524,3.2851217,12094.772,38029345.0
Argentina,ARG,2003,134481250.0,0.17594285,20005.139,74.307,3.5197613,1297408.0,2280000.0,69068184.0,59355188.0,2480461.0,-16.191854,3.4999025,13088.565,38424283.0
Argentina,ARG,2004,157049420.0,0.17865917,21591.45,74.871,3.8575103,1090624.0,2701000.0,82912660.0,67813310.0,2531824.0,-15.085025,4.046006,14183.226,38815915.0
Argentina,ARG,2005,161588540.0,0.1684574,23262.408,75.231,3.9187248,912796.0,3241000.0,81967340.0,71799740.0,3667664.0,-12.919312,4.1203923,15344.157,39216786.0
Argentina,ARG,2006,174308940.0,0.16497867,24877.25,75.279,4.1042156,799053.0,3764000.0,83867190.0,81910660.0,3968029.0,-13.398437,4.3992844,16490.473,39622113.0
Argentina,ARG,2007,173581010.0,0.1611539,26850.664,74.783,4.3270893,694586.0,3998000.0,87177550.0,77951600.0,3759264.0,-10.061543,4.337707,17891.943,40016767.0
Argentina,ARG,2008,187342380.0,0.16037707,27658.484,75.428,4.4357867,599396.0,3990000.0,90119740.0,88657810.0,3975440.0,-7.776137,4.634417,18520.305,40424151.0
Argentina,ARG,2009,178180670.0,0.15677822,25747.197,75.577,4.0365996,693311.0,3810000.0,87992824.0,82379690.0,3304860.0,-11.500785,4.361312,17328.977,40854832.0
Argentina,ARG,2010,185945940.0,0.15314507,28056.258,75.68,4.2966776,612448.0,4178000.0,86928400.0,90145390.0,4081696.0,-7.587823,4.503556,18979.992,41288694.0
Argentina,ARG,2011,189775150.0,0.15055461,29425.76,76.1,4.430184,871624.0,4586000.0,92585620.0,86906420.0,4825488.0,-0.0015681715,4.54762,20003.0,41730655.0
Argentina,ARG,2012,191361730.0,0.15540004,28825.967,75.802,4.479556,1130801.0,4184000.0,95381250.0,85587380.0,5078304.0,-0.83883023,4.5387554,19573.963,42161718.0
Argentina,ARG,2013,189537740.0,0.1552643,29227.66,75.829,4.538012,1291296.0,4581000.0,91338100.0,87487304.0,4840051.0,4.6863065,4.451076,19821.643,42582453.0
Argentina,ARG,2014,188396530.0,0.15666358,28200.814,76.268,4.4180408,1388263.0,4336000.0,92843900.0,84291960.0,5536412.0,-1.7055771,4.3788633,19112.232,43024071.0
Argentina,ARG,2015,191743840.0,0.15744874,28669.207,76.6,4.5139303,1217512.0,4571000.0,93534590.0,86954050.0,5466688.0,4.2512383,4.410235,19423.666,43477011.0
Argentina,ARG,2016,189920450.0,0.15908794,27802.105,76.105,4.42298,841232.0,4028999.8,96302760.0,84555740.0,4191696.2,-1.4392973,4.326175,18819.643,43900312.0
Argentina,ARG,2017,186898880.0,0.15250292,28334.904,76.543,4.3211555,959820.0,4362090.0,96441930.0,80855576.0,4279469.0,2.0684211,4.219994,19150.52,44288898.0
Argentina,ARG,2018,180599310.0,0.15534142,27367.115,76.77,4.2512465,1358780.0,4368692.0,96123096.0,74392350.0,4356408.0,-1.6439221,4.044336,18460.87,44654876.0
Argentina,ARG,2019,178508060.0,0.1530422,26629.553,76.847,4.075445,1770641.0,4140926.0,95606460.0,74846660.0,2143396.0,-6.4181304,3.969186,17912.637,44973469.0
Argentina,ARG,2020,165120860.0,0.15765707,23877.094,75.878,3.7643926,1986565.0,3508472.0,89082830.0,67318670.0,3224320.0,-5.0124736,3.6537664,15975.839,45191960.0
Argentina,ARG,2021,191107840.0,0.1599882,26300.273,73.948,4.2077336,2324761.0,4670734.0,93072930.0,86529020.0,4510384.0,-6.252922,4.2175727,17470.682,45312282.0
Argentina,ARG,2022,204080690.0,0.15422662,27627.963,75.806,4.2609673,2195047.0,5062505.0,92908330.0,99135070.0,4779735.0,-4.3546934,4.4943867,18292.318,45407904.0
Armenia,ARM,1990,8999221.0,0.9531482,6137.6006,67.733,5.8500423,96559.0,380159.0,4198718.0,3629294.0,694491.0,-32.796272,2.5334718,9669.0,3552130.0
Armenia,ARM,1991,7379803.0,1.1219348,5326.753,67.801,5.9762692,89827.0,396082.0,3478421.0,2811253.0,604220.0,-37.5032,2.0420165,8141.671,3613978.0
Armenia,ARM,1994,2684702.0,0.26075768,3200.8965,68.448,0.8346584,0.0,31966.0,1615824.0,941648.0,95264.0,-33.556965,0.7979213,4392.98,3364620.0
Armenia,ARM,1995,3362694.0,0.30758587,3480.7559,68.813,1.0706314,0.0,68758.0,2616096.0,670512.0,7328.0,-20.20789,1.016661,4703.131,3307586.0
Armenia,ARM,1996,2500312.0,0.21283773,3717.3357,69.198,0.7911893,0.0,78408.0,2040848.0,366400.0,14656.0,11.53784,0.7625837,4811.4897,3278738.0
Armenia,ARM,1997,3252761.0,0.265101,3879.1794,69.592,1.0283742,0.0,167673.0,2678384.0,392048.0,14656.0,25.394165,1.0019927,4836.0444,3246292.0
Armenia,ARM,1998,3419094.0,0.25699696,4211.5127,70.005,1.082346,0.0,209290.0,2788907.0,406258.0,14640.0,17.974073,1.0656698,4994.053,3208399.0
Armenia,ARM,1999,3040204.0,0.22239377,4406.9673,70.418,0.980082,0.0,171292.0,2275344.0,586240.0,7328.0,70.34563,0.9598779,5000.4526,3167282.0
Armenia,ARM,2000,3491407.0,0.24148853,4589.0083,70.812,1.1081928,0.0,138847.0,2564800.0,787760.0,0.0,21.987783,1.117025,5139.8257,3125630.0
Armenia,ARM,2001,3532701.0,0.22426818,5044.1167,71.174,1.1312348,0.0,143501.0,2612432.0,776768.0,0.0,26.309998,1.1453632,5457.5103,3084350.0
Armenia,ARM,2002,3076793.0,0.16910784,5731.3535,71.486,0.9692168,0.0,211363.0,2001776.0,816080.0,47574.0,43.950943,1.0069239,6082.146,3055636.0
Armenia,ARM,2003,3455560.0,0.16600922,6569.2603,71.734,1.0905577,0.0,220248.0,2227712.0,934320.0,73280.0,14.589669,1.1370804,6743.241,3038976.0
Armenia,ARM,2004,3691197.0,0.1627141,7299.4,71.926,1.1877153,0.0,298333.0,2473200.0,919664.0,0.0,14.663224,1.2212219,7229.6484,3022544.0
Armenia,ARM,2005,4376169.0,0.16959278,8362.9,72.082,1.4182875,0.0,331113.0,3063104.0,981952.0,0.0,31.926577,1.4556371,8006.9604,3006360.0
Armenia,ARM,2006,4401590.0,0.14924622,9525.231,72.219,1.4216046,0.0,338214.0,3140048.0,919664.0,3664.0,16.469584,1.4719211,8798.75,2990371.0
Armenia,ARM,2007,5100210.0,0.15218318,10898.849,72.359,1.6586213,0.0,406849.0,3762022.0,924005.0,7333.0,98.30673,1.7144572,9713.213,2974825.0
Armenia,ARM,2008,5574790.0,0.15601078,11727.482,72.519,1.8296136,0.0,412214.0,4122000.2,1033247.94,7328.0,17.177374,1.8833776,10080.8125,2959996.0
Armenia,ARM,2009,4363332.0,0.14475633,10143.235,72.714,1.4682975,0.0,241332.0,3169360.0,952640.0,0.0,34.98189,1.4813462,8399.087,2945518.0
Armenia,ARM,2010,4252750.0,0.13525325,10438.564,72.938,1.4118497,0.0,288302.0,2953184.0,1007599.94,3664.0,24.485287,1.4509143,8330.812,2931083.0
Armenia,ARM,2011,4968878.0,0.14735934,10990.177,73.185,1.6195053,0.0,264302.0,3755600.0,941648.0,7328.0,6.1588955,1.6997676,8465.0,2923269.0
Armenia,ARM,2012,5748252.0,0.15892081,11796.274,73.44,1.8746735,0.0,277900.0,4565344.0,897680.0,7328.0,13.388862,1.9668759,9076.433,2922529.0
Armenia,ARM,2013,5535004.0,0.14904617,12194.019,73.713,1.8174719,0.0,258843.98,4418784.0,853712.0,3664.0,9.240229,1.893911,9395.087,2922526.0
Armenia,ARM,2014,5604113.0,0.15088429,12667.376,73.98,1.9113079,0.0,243562.0,4492757.0,864132.0,3662.0,3.806053,1.917619,9745.136,2922433.0
Armenia,ARM,2015,5469323.0,0.14255837,13112.76,74.229,1.8693337,0.0,240676.0,4426775.0,798211.0,3662.0,7.690239,1.8722998,10076.352,2921179.0
Armenia,ARM,2016,5203013.0,0.13613613,13192.994,74.494,1.7960432,0.0,154102.0,4238592.0,806652.0,3667.0,6.024269,1.7825887,10113.051,2918796.0
Armenia,ARM,2017,5540153.0,0.13404432,14243.875,74.744,1.9093106,0.0,205469.0,4462069.0,868948.0,3666.0,4.690502,1.9005892,10894.957,2914966.0
Armenia,ARM,2018,5822272.0,0.1332938,15037.045,74.978,2.004345,0.0,315130.0,4675944.0,827536.0,3662.0,21.731148,2.0008006,11490.369,2909971.0
Armenia,ARM,2019,6284110.0,0.13372953,16215.36,75.193,2.1684725,0.0,341102.0,4887776.0,1044240.0,10992.0,11.074695,2.1639683,12399.231,2903975.0
Armenia,ARM,2020,6795358.0,0.15509002,15052.936,68.89,2.3345602,0.0,412670.0,4898768.0,1454608.0,29312.0,10.2286005,2.3506086,11546.176,2890893.0
Armenia,ARM,2021,7417117.0,0.15921172,15921.705,72.552,2.5349221,0.0,492318.0,5355813.0,1524995.0,43990.0,8.043354,2.5840561,12242.478,2870339.0
Armenia,ARM,2022,7164562.0,0.1372552,17886.178,74.633,2.454971,0.0,492318.0,5066943.0,1565185.0,40115.0,0.41741562,2.4869351,13837.577,2880880.0
Australia,AUS,1990,278160480.0,0.44948345,36205.273,77.041,16.273672,7272723.0,3462872.0,34454816.0,88777064.0,141877120.0,-12.547076,16.24171,27373.0,17126304.0
Australia,AUS,1991,279534240.0,0.45449233,35610.08,77.481,16.184507,7001422.0,3183033.0,32786244.0,88177110.0,146082830.0,-12.769406,16.10852,26861.275,17353191.0
Australia,AUS,1992,284529000.0,0.45802113,35364.43,77.473,16.197655,7303931.0,2923411.0,33970470.0,87848830.0,150048670.0,-13.385524,16.213139,27560.178,17549286.0
Australia,AUS,1993,288873760.0,0.4462883,36469.67,78.006,16.275988,7136983.0,3004698.0,35670000.0,90317980.0,150095870.0,-14.369671,16.29946,28622.477,17722905.0
Australia,AUS,1994,293701200.0,0.437207,37557.84,77.852,16.420551,6880397.0,3484276.0,37032004.0,91854050.0,151376240.0,-12.860668,16.41024,29844.172,17897433.0
Australia,AUS,1995,305055840.0,0.4357031,38585.17,78.257,16.81168,7060977.0,3357750.0,39846604.0,96067800.0,155734560.0,-14.214294,16.858253,30690.062,18095340.0
Australia,AUS,1996,311940770.0,0.43332398,39592.535,78.344,17.156395,6761319.0,3243616.0,39780864.0,98664200.0,160388110.0,-14.054551,17.041004,31740.47,18305305.0
Australia,AUS,1997,320333020.0,0.42994174,40699.117,78.626,17.49825,6687611.0,3184589.0,41089936.0,98381130.0,167683120.0,-13.93144,17.310703,32857.992,18504911.0
Australia,AUS,1998,334135840.0,0.4359371,42174.535,79.02,18.385445,6902233.0,3475413.0,43506310.0,99141530.0,177614220.0,-11.504888,17.866592,34337.14,18701710.0
Australia,AUS,1999,343959500.0,0.4223532,43813.004,79.277,18.504562,7165413.0,3519991.0,45564336.0,100809496.0,183231000.0,-13.715513,18.18931,35551.02,18909980.0
Australia,AUS,2000,350007970.0,0.41313678,45013.01,79.621,18.59653,7953139.0,3620856.0,46609504.0,102650110.0,185796850.0,-16.895159,18.293922,36603.047,19132472.0
Australia,AUS,2001,357783680.0,0.41241837,45338.684,80.006,18.698505,8172570.0,3540903.0,49326200.0,103173960.0,190082200.0,-16.26565,18.475372,37275.992,19365438.0
Australia,AUS,2002,362536540.0,0.40567225,46609.746,80.052,18.908281,8007492.0,3487738.0,50589116.0,105452250.0,191146660.0,-12.217905,18.501146,38567.066,19595356.0
Australia,AUS,2003,369629660.0,0.39296976,47500.836,80.44,18.666391,7158265.0,3584016.0,49911896.0,109665570.0,195386030.0,-9.442792,18.649845,39523.656,19819449.0
Australia,AUS,2004,383159040.0,0.39120474,48980.895,80.733,19.161558,6858228.0,3554645.0,52829850.0,113747736.0,202225440.0,-10.03759,19.113342,40887.727,20046679.0
Australia,AUS,2005,386176000.0,0.38137135,49914.516,81.092,19.035965,6914756.0,3664127.0,54458330.0,116503590.0,200715380.0,-10.878729,19.028614,41904.445,20294490.0
Australia,AUS,2006,392359970.0,0.37700623,50602.35,81.258,19.077402,7046390.0,3888062.0,55777492.0,117364376.0,204400540.0,-9.22822,19.055326,42650.984,20590566.0
Australia,AUS,2007,399475000.0,0.37308818,51562.094,81.232,19.237207,7505044.0,3971547.0,61006300.0,119320290.0,203558740.0,-7.9238477,19.063883,44033.582,20954545.0
Australia,AUS,2008,404840480.0,0.36342543,52351.586,81.427,19.025898,7483678.0,3862908.0,61744188.0,122930990.0,204687580.0,-10.347005,18.94381,44421.64,21370595.0
Australia,AUS,2009,407093950.0,0.3619459,52254.324,81.728,18.913239,7969318.0,3829017.0,63086610.0,122373360.0,206066480.0,-3.2055264,18.688597,44686.543,21783014.0
Australia,AUS,2010,405131000.0,0.3584125,52589.816,82.013,18.848848,8193741.0,3548615.0,64246500.0,124551270.0,200552320.0,-2.539536,18.297293,45400.223,22141583.0
Australia,AUS,2011,403858080.0,0.34791178,53112.53,82.091,18.478476,7882601.0,3495532.0,66459924.0,129802216.0,192140620.0,-2.329032,17.965393,46132.0,22479779.0
Australia,AUS,2012,406196670.0,0.33521208,54237.594,82.297,18.181095,8294524.0,3518237.0,67699740.0,133681336.0,189154380.0,-1.1797872,17.7746,47045.13,22852648.0
Australia,AUS,2013,399067520.0,0.32065,54699.35,82.551,17.539349,8854610.0,3294420.0,69641860.0,137311260.0,176363100.0,-4.72532,17.174335,47260.953,23236271.0
Australia,AUS,2014,392728900.0,0.30530044,55288.117,82.518,16.879486,9280621.0,3137567.0,70590830.0,137536300.0,168146430.0,-3.354261,16.64416,47753.848,23595599.0
Australia,AUS,2015,401496600.0,0.30198774,55691.7,82.605,16.81821,10835429.0,3076156.0,71370400.0,137951940.0,174204750.0,-5.0210056,16.765352,48145.53,23947997.0
Australia,AUS,2016,410388100.0,0.29972148,56341.52,82.801,16.886763,12447276.0,2930855.0,73803864.0,137698990.0,179561630.0,-9.458925,16.867601,48675.137,24329963.0
Australia,AUS,2017,413817700.0,0.29471347,56684.65,82.718,16.705729,14868708.0,3019062.0,75229450.0,139837780.0,176932460.0,-8.760921,16.732723,49001.902,24731044.0
Australia,AUS,2018,415591170.0,0.28533074,57450.383,83.258,16.392359,16938526.0,2941785.0,78345896.0,144033660.0,169401390.0,-12.110709,16.544432,49614.387,25119700.0
Australia,AUS,2019,415769800.0,0.27834755,57837.062,83.241,16.098804,20211970.0,3039547.0,80304750.0,143362180.0,164952220.0,-12.636484,16.315758,49814.67,25482714.0
Australia,AUS,2020,399183900.0,0.2681985,57059.742,83.664,15.303337,17284182.0,2820162.0,83221256.0,135404460.0,156681300.0,-11.034969,15.506029,48268.945,25743787.0
Australia,AUS,2021,389019520.0,0.25740606,58182.336,83.564,14.976485,15414162.0,2900471.0,80065496.0,134679120.0,151893840.0,-12.077403,14.987412,50704.934,25956417.0
Australia,AUS,2022,384362140.0,0.24064037,59883.65,82.766,14.410423,17139768.0,2818200.0,80412440.0,133806904.0,146069490.0,-11.797008,14.669758,52049.43,26200987.0
Austria,AUT,1990,62183904.0,0.18512143,43310.914,75.739,8.017778,102161.0,2033412.0,11836264.0,28899520.0,18138662.0,43.830994,8.097256,26930.0,7679627.0
Austria,AUT,1991,65782396.0,0.1904196,44356.434,75.792,8.446334,111162.0,2004981.0,12501610.0,31407438.0,18699798.0,38.491253,8.480238,27689.771,7757140.0
Austria,AUT,1992,60282904.0,0.17230308,44789.395,75.992,7.7173505,120208.0,2105000.0,12518019.0,30151512.0,14385348.0,54.521885,7.686484,28072.44,7842715.0
Austria,AUT,1993,60708864.0,0.17155677,44655.582,76.225,7.660968,112202.0,2031868.9,13022719.0,31265660.0,13274476.0,46.773727,7.6773853,28101.229,7907492.0
Austria,AUT,1994,61083356.0,0.16898884,45552.605,76.541,7.697882,127715.01,2102255.0,13657614.0,30715774.0,13458520.0,45.577057,7.694904,28780.76,7938157.0
Austria,AUT,1995,64060750.0,0.17257734,46696.395,76.775,8.05874,127220.01,1631326.0,14900775.0,30853514.0,15425140.0,45.3236,8.05763,29621.682,7950322.0
Austria,AUT,1996,67405240.0,0.17916712,47666.676,77.026,8.540301,71216.0,1634247.0,15796668.0,33777828.0,15068714.0,49.99176,8.46702,30413.156,7960917.0
Austria,AUT,1997,67301820.0,0.17426242,48634.38,77.428,8.475144,120696.0,1760917.0,15301016.0,32852662.0,16156519.0,41.508152,8.444602,31173.049,7969804.0
Austria,AUT,1998,66936730.0,0.16978037,50277.92,77.782,8.536204,142015.0,1598674.0,15717408.0,34660084.0,13706640.0,47.219936,8.389675,32376.33,7978465.0
Austria,AUT,1999,65667800.0,0.15914066,52067.934,77.955,8.286125,170724.0,1607357.0,16102022.0,32813060.0,13875576.0,47.60845,8.214745,33608.297,7993894.0
Austria,AUT,2000,66177100.0,0.15530528,53599.61,78.235,8.324303,164719.0,1711556.0,15264084.0,32161132.0,15750776.0,39.142647,8.25879,34796.258,8012929.0
Austria,AUT,2001,70165580.0,0.16405554,54098.027,78.718,8.875081,182933.0,1719922.0,16155859.0,34409040.0,16562075.0,37.674744,8.72464,35272.223,8042233.0
Austria,AUT,2002,71969400.0,0.1658233,54631.6,78.846,9.059192,167237.0,1735653.0,16069433.0,36056330.0,16735931.0,32.212803,8.905296,35823.586,8081640.0
Austria,AUT,2003,77396060.0,0.17503525,54986.742,78.849,9.624619,184024.0,1754471.0,17267104.0,39081028.0,17941324.0,30.383509,9.52848,36063.12,8122604.0
Austria,AUT,2004,77693560.0,0.17380029,56048.48,79.362,9.741242,165094.0,1790000.0,17662206.0,39099916.0,17766034.0,34.612236,9.5055485,36957.113,8173496.0
Austria,AUT,2005,79091840.0,0.17157641,56959.637,79.52,9.77293,160095.0,1797480.0,18701148.0,39393640.0,17862322.0,35.05278,9.611116,37642.76,8229204.0
Austria,AUT,2006,76811656.0,0.16171876,58531.51,79.965,9.465643,180437.0,1954142.0,17498202.0,38133744.0,17866452.0,43.539757,9.288098,38866.848,8269901.0
Austria,AUT,2007,74112260.0,0.15020132,60544.633,80.166,9.093884,184702.0,2130776.0,16495808.0,36624196.0,17455644.0,42.317932,8.932472,40305.273,8296948.0
Austria,AUT,2008,73489910.0,0.14765465,61232.55,80.363,9.041271,162294.0,2132968.0,17435896.0,35480508.0,17028140.0,41.204403,8.8294735,40964.793,8323250.0
Austria,AUT,2009,67306600.0,0.13853058,58882.14,80.206,8.156978,204935.0,1798590.0,17035454.0,34414824.0,12829990.0,41.622913,8.06543,39463.656,8345073.0
Austria,AUT,2010,72008310.0,0.14754446,59803.37,80.463,8.823656,183602.0,1622129.0,18777494.0,34795450.0,15496986.0,40.420025,8.608196,40288.348,8365087.0
Austria,AUT,2011,69901460.0,0.14023785,61346.96,80.828,8.603167,179604.0,1665680.0,17729586.0,33282212.0,15817525.0,47.450752,8.328273,41446.0,8393272.0
Austria,AUT,2012,67274370.0,0.13324769,61451.55,80.841,8.188277,183605.0,1672547.0,16944858.0,32639232.0,14685428.0,48.097557,7.9788384,41540.94,8431599.0
Austria,AUT,2013,67766776.0,0.13471588,60937.258,81.078,8.209216,190940.0,1656405.0,16331444.0,33457126.0,14958620.0,40.014656,7.9900355,41301.94,8481411.0
Austria,AUT,2014,64165824.0,0.12663004,60919.84,81.39,7.714282,168713.0,1638991.0,14946081.0,32420284.0,13800596.0,48.460674,7.5066957,41250.508,8547812.0
Austria,AUT,2015,66357460.0,0.12773104,61026.0,81.159,7.7949147,161713.0,1701497.0,15965736.0,32996658.0,14370670.0,34.299778,7.676675,41255.715,8644037.0
Austria,AUT,2016,67217290.0,0.12585032,61647.78,81.592,7.7583923,131251.0,1728527.0,16736380.0,34107724.0,13333531.0,37.20539,7.692596,41545.5,8737920.0
Austria,AUT,2017,69598480.0,0.1272729,62612.14,81.639,7.968829,138247.0,1710389.0,17974692.0,34543816.0,14022590.0,31.871468,7.9100156,42216.918,8798779.0
Austria,AUT,2018,66561692.0,0.11901614,63855.78,81.686,7.599869,127248.01,1826656.0,17017996.0,34081850.0,12294074.0,37.162464,7.5281954,43032.215,8841653.0
