Entity,Code,Year,Annual CO₂ emissions (ton),Carbon intensity of GDP (kg CO2e per 2021 PPP $),"GDP per capita, PPP (constant 2021 international $)",Life expectancy - Sex: all - Age: 0 - Variant: estimates,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Annual CO₂ emissions from flaring (ton),Annual CO₂ emissions from cement (ton),Annual CO₂ emissions from gas (ton),Annual CO₂ emissions from oil (ton),Annual CO₂ emissions from coal (ton),Share of annual CO₂ emissions embedded in trade (percentage),Annual CO₂ emissions (ton per capita),"GDP per capita (PPP, constant 2021 international $)","Population (historical, persons)"
Egypt,EGY,2016,239382380.0,0.17924175,13727.32,70.437,2.4605088,5262950.0,22819754.0,94822880.0,114868330.0,1608472.0,8.494092,2.3550923,11458.447,101644583.0
Egypt,EGY,2017,260675260.0,0.1802888,14018.36,70.709,2.5273535,4390897.0,21769642.0,108405256.0,119602290.0,6507173.0,-1.3809242,2.5138397,11545.594,103696055.0
Egypt,EGY,2018,249217400.0,0.16757068,14488.209,70.974,2.4277992,4263754.0,21002250.0,102696760.0,108247640.0,13007010.0,-1.0116276,2.35818,11895.312,105682092.0
Egypt,EGY,2019,258741600.0,0.1466839,15026.568,71.213,2.2041557,4363687.0,19669416.0,120519950.0,104064930.0,10123632.0,-1.2355864,2.405709,12300.201,107553159.0
Egypt,EGY,2020,235357630.0,0.13515638,15309.236,69.79,2.069141,4436567.0,18134636.0,116630590.0,90755020.0,5400820.0,2.4408267,2.15302,12234.504,109315118.0
Egypt,EGY,2021,260935820.0,0.1444732,15579.016,68.976,2.25075,3915031.0,20194472.0,122938190.0,105186110.0,8702000.0,6.2462497,2.351684,12868.262,110957005.0
Egypt,EGY,2022,271168540.0,0.13414577,16360.391,71.01,2.194677,3702417.0,18578914.0,119902616.0,121435740.0,7548848.0,1.7107825,2.407856,13205.406,112618252.0
El Salvador,SLV,2021,7581415.0,0.111373,10809.714,69.941,1.2039102,0.0,414821.0,3666.0,7159262.0,3666.0,27.77215,1.2119056,9017.392,6255780.0
El Salvador,SLV,2022,7800193.0,0.1137297,11085.618,71.969,1.260764,0.0,414821.0,8254.0,7374581.0,2537.0,26.93927,1.2420064,9218.905,6280316.0
Estonia,EST,1990,36916964.0,1.2997062,19360.027,69.917,25.162346,97.0,483038.0,2716935.0,9139049.0,24434818.0,-15.033137,23.509363,17247.0,1570309.0
Estonia,EST,1991,34144172.0,1.2895508,17900.922,69.795,23.084146,97.0,478963.0,2753970.0,8210089.5,22546902.0,-11.378921,21.812067,15350.635,1565380.0
Estonia,EST,1992,24417834.0,1.1861593,14371.319,69.159,17.046673,57.0,315369.0,1605114.0,4634159.0,17795902.0,-1.6490406,15.853534,13214.388,1540214.0
Estonia,EST,1993,19435266.0,1.0283438,13899.588,68.222,14.293554,28.0,228119.0,801902.0,4795450.0,13589430.0,-7.7074833,12.91943,12207.185,1504344.0
Estonia,EST,1994,20040796.0,1.0751827,13966.819,66.744,15.016882,40.0,330055.0,1118212.0,4455333.0,14118098.0,-17.02379,13.580388,12070.061,1475716.0
Estonia,EST,1995,18054970.0,0.936907,14862.045,67.814,13.924354,46.0,347898.0,1283600.0,3487576.0,12915791.0,-13.208031,12.427928,12881.278,1452774.0
Estonia,EST,1996,19033944.0,0.93622375,15828.491,70.031,14.819009,51.0,361466.0,1420180.0,3781829.0,13451013.0,-11.997355,13.267262,13547.661,1434655.0
Estonia,EST,1997,18673174.0,0.8110167,18099.44,70.244,14.6789465,49.0,396068.0,1391068.0,3670958.0,13191434.0,-14.569377,13.136302,15074.775,1421494.0
Estonia,EST,1998,16933062.0,0.70423084,19067.197,69.84,13.42771,47.0,403515.0,1332149.0,3639583.0,11500326.0,0.65954995,11.999001,15593.005,1411206.0
Estonia,EST,1999,15929464.0,0.65123284,18930.328,70.681,12.328052,45.0,361043.0,1277322.0,3317902.0,10920884.0,24.175365,11.349183,15335.106,1403578.0
Estonia,EST,2000,15470923.0,0.59975594,20739.39,71.014,12.438573,52.0,373718.0,1482144.0,2718643.0,10850794.0,31.302988,11.074382,16806.975,1397001.0
Estonia,EST,2001,15869869.0,0.5789201,22099.34,70.834,12.793753,56.0,379768.0,1593841.0,3168602.0,10679061.0,19.328812,11.43219,17696.61,1388174.0
Estonia,EST,2002,15357951.0,0.5182052,23781.652,71.364,12.323775,47.0,356321.0,1346789.0,3219662.0,10381617.0,29.012627,11.133484,18589.15,1379438.0
Estonia,EST,2003,17250686.0,0.5391832,25749.28,71.923,13.883579,54.0,335282.0,1528341.0,3160972.0,12171635.0,19.965363,12.583943,19771.742,1370849.0
Estonia,EST,2004,17322094.0,0.5147158,27665.307,72.375,14.239771,61.0,364802.0,1726583.0,3168760.0,12011566.0,20.176764,12.711765,20803.758,1362682.0
Estonia,EST,2005,17089780.0,0.46936047,30473.78,73.028,14.303186,63.0,372883.0,1726637.0,3197336.0,11744938.0,13.206419,12.613808,22518.541,1354847.0
Estonia,EST,2006,16438181.0,0.41301447,33646.617,73.2,13.896541,63.0,413696.0,1717448.0,3206964.0,11047223.0,28.932186,12.204592,24578.816,1346885.0
Estonia,EST,2007,19930492.0,0.45667773,36359.465,73.153,16.604559,63.0,596716.0,1711340.0,3310657.0,14258387.0,6.5380425,14.865636,26177.871,1340709.0
Estonia,EST,2008,17814806.0,0.43538094,34588.55,74.279,15.0591955,61.0,602722.0,1655856.0,3187766.0,12321859.0,-1.7892646,13.323685,24429.021,1337078.0
Estonia,EST,2009,14404983.0,0.42580107,29585.145,75.152,12.597385,41.0,257000.0,1199498.0,2901571.0,10021534.0,-2.3912976,10.794065,20538.049,1334528.0
Estonia,EST,2010,18964736.0,0.5329671,30379.11,75.882,16.191067,44.0,310433.0,1301368.0,3053447.0,14262001.0,-9.090819,14.243671,20713.426,1331450.0
Estonia,EST,2011,18948026.0,0.49794638,32789.434,76.346,16.32738,39.0,416119.0,1164349.0,3145876.0,14181643.0,3.0960164,14.274907,21997.0,1327366.0
Estonia,EST,2012,17761414.0,0.45482415,34115.363,76.416,15.516491,44.0,407444.0,1253946.0,3229114.0,12602224.0,-0.86264527,13.429013,22784.3,1322615.0
Estonia,EST,2013,19633824.0,0.4990411,34838.363,77.252,17.385775,44.0,399050.0,1194025.0,3207287.0,14532069.0,-12.542865,14.897584,23204.111,1317920.0
Estonia,EST,2014,18783952.0,0.4620491,36090.492,77.11,16.67558,34.0,421884.0,1007673.0,3231391.0,14071926.0,-7.922858,14.290275,23982.828,1314457.0
Estonia,EST,2015,15779623.0,0.4137669,36729.81,77.665,15.197577,31.0,205612.0,903355.0,3333651.0,11270703.0,13.875104,12.003547,24473.66,1314580.0
Estonia,EST,2016,17432914.0,0.40112808,37854.844,77.763,15.184642,34.0,185181.0,990842.0,3427499.0,12763332.0,-5.073145,13.248405,25196.154,1315850.0
Estonia,EST,2017,18616034.0,0.40335375,39939.457,78.181,16.10973,30.0,306764.0,912427.0,3435540.0,13877060.0,-9.909265,14.130568,26661.627,1317430.0
Estonia,EST,2018,17800686.0,0.4097854,41273.2,78.334,16.913153,33.0,297762.0,957848.0,3397764.0,13062730.0,0.94860387,13.465252,27596.41,1321972.0
Estonia,EST,2019,12288099.0,0.2598755,42652.535,78.773,11.084349,30.0,295485.0,881801.0,3255848.0,7775731.0,19.09594,9.261302,28505.604,1326822.0
Estonia,EST,2020,9198251.0,0.2088806,41340.766,78.893,8.635284,28.0,20121.0,805747.0,3029624.0,5276807.0,35.056694,6.917669,28261.582,1329675.0
Estonia,EST,2021,10390745.0,0.20900476,44251.54,77.409,9.248782,32.0,0.0,916104.0,2928984.0,6458311.0,33.017025,7.802324,30499.156,1331750.0
Estonia,EST,2022,11757177.0,0.21360776,43690.414,78.167,9.332612,23.0,0.0,678549.0,3133040.0,7876883.0,21.544567,8.70842,30067.395,1350093.0
Finland,FIN,1990,56921000.0,0.29053685,38807.117,74.989,11.274898,111168.0,729179.0,5153603.0,27663246.0,22136056.0,41.783203,11.414846,26884.0,4986576.0
Finland,FIN,1991,55195000.0,0.31245288,36326.082,75.407,11.350189,103171.0,568881.0,5384484.0,26812848.0,21391902.0,35.062828,11.008421,25174.898,5013889.0
Finland,FIN,1992,54272000.0,0.3071587,34926.383,75.647,10.727942,109543.0,473455.0,5575678.0,26658778.0,20681180.0,91.004135,10.763673,24219.76,5042145.0
Finland,FIN,1993,56320000.0,0.31686652,34486.754,75.885,10.927697,156500.0,361323.0,5822844.0,25608712.0,23404722.0,51.166492,11.115949,23943.744,5066594.0
Finland,FIN,1994,61740000.0,0.34181058,35699.72,76.575,12.202542,66279.0,363592.0,6296274.0,26411152.0,27597684.0,26.87614,12.133351,24797.66,5088454.0
Finland,FIN,1995,58122000.0,0.31027672,37069.63,76.604,11.501843,74428.0,377933.0,6510333.0,25595098.0,24660800.0,29.549017,11.378802,25761.625,5107919.0
Finland,FIN,1996,64040000.0,0.3308272,38301.51,76.87,12.671183,64639.004,381418.0,6790179.0,26034634.0,29761178.0,16.806559,12.4963045,26637.266,5124715.0
Finland,FIN,1997,62703000.0,0.30042967,40630.92,77.064,12.206735,103033.0,449988.0,6647299.0,26019150.0,28501254.0,17.260557,12.199201,28239.875,5139927.0
Finland,FIN,1998,59358000.0,0.27035365,42733.445,77.259,11.5531435,63813.0,447847.0,7592497.0,26574944.0,23721004.0,20.538307,11.517897,29715.342,5153545.0
Finland,FIN,1999,58874000.0,0.2561821,44505.71,77.451,11.401567,55048.0,478644.0,7572213.0,26726388.0,23039388.0,26.056744,11.397506,30986.889,5165516.0
Finland,FIN,2000,57017000.0,0.23661184,46968.84,77.671,11.113384,58369.0,504844.0,7716873.0,25824454.0,21988594.0,38.709507,11.01523,32689.77,5176197.0
Finland,FIN,2001,62521000.0,0.2547552,48099.3,78.142,12.253547,52865.0,503631.0,8391126.0,26446744.0,26128572.0,30.007862,12.051149,33481.68,5187970.0
Finland,FIN,2002,65049004.0,0.25900126,48792.49,78.27,12.637316,61410.0,484866.0,8340944.5,26808760.0,28308922.0,25.43416,12.508105,33986.555,5200548.0
Finland,FIN,2003,72658000.0,0.28622273,49655.547,78.533,14.212545,55947.0,466621.0,9230704.0,26925290.0,35017870.0,23.108019,13.93796,34607.22,5212958.0
Finland,FIN,2004,68946000.0,0.26167658,51494.707,78.846,13.474958,54961.0,528846.0,8870032.0,26914704.0,31642316.0,23.788042,13.187464,35888.613,5228147.0
Finland,FIN,2005,57064000.0,0.21048366,52744.047,78.971,11.10176,70313.0,542212.0,8124390.5,26364218.0,21040510.0,41.610695,10.87746,36787.258,5246078.0
Finland,FIN,2006,68373000.0,0.24268359,54653.98,79.373,13.263624,58148.0,573898.0,8687590.0,26452502.0,31585334.0,31.29729,12.983247,38160.703,5266248.0
Finland,FIN,2007,66764000.0,0.22455086,57313.293,79.391,12.869749,80801.0,605468.0,8118139.5,26646182.0,30349416.0,32.94355,12.62386,39998.523,5288715.0
Finland,FIN,2008,58625000.0,0.1958276,57494.586,79.695,11.259027,97002.0,619774.0,8359782.0,24941340.0,23675678.0,41.10443,11.033468,40129.652,5313379.0
Finland,FIN,2009,55920000.0,0.2032458,52599.15,79.831,10.690557,74619.0,385280.0,7500589.0,24197800.0,22900388.0,24.871372,10.474158,36662.613,5338854.0
Finland,FIN,2010,64092004.0,0.22726469,54017.945,80.012,12.276371,96308.0,525706.0,8274117.5,25131336.0,29146284.0,28.956367,11.950002,37615.113,5363347.0
Finland,FIN,2011,56647000.0,0.19625331,55053.39,80.392,10.80441,87688.0,557828.0,7253779.0,23766400.0,24083506.0,24.8939,10.513088,38432.0,5388236.0
Finland,FIN,2012,51155000.0,0.1791016,53957.668,80.508,9.663905,101689.0,497163.0,6462776.0,23672796.0,19596358.0,32.5401,9.44869,37715.01,5413978.0
Finland,FIN,2013,51719000.0,0.1843553,53183.43,80.869,9.8046465,79062.0,481772.0,6064399.0,22840596.0,21360032.0,28.643501,9.508818,37203.145,5439057.0
Finland,FIN,2014,47622000.0,0.17172901,52710.734,81.055,9.051962,83628.0,468797.0,5392914.0,21543450.0,19326592.0,29.068665,8.719286,36907.92,5461686.0
Finland,FIN,2015,44192000.0,0.15894641,52782.49,81.377,8.389586,108381.0,462146.0,4724240.0,21385510.0,16843418.0,24.7669,8.064647,36986.7,5479719.0
Finland,FIN,2016,47251000.0,0.16450882,53984.633,81.303,8.880948,103983.0,553242.0,4207497.0,22939932.0,18659950.0,20.842123,8.598176,37924.152,5495468.0
Finland,FIN,2017,44657000.0,0.1503385,55637.227,81.497,8.364417,146400.0,603658.0,3886661.0,22214036.0,17088668.0,24.20761,8.107076,39043.19,5508398.0
Finland,FIN,2018,45734000.0,0.15295738,56226.336,81.626,8.600233,90676.0,601681.0,4412148.0,22045078.0,17924346.0,26.535793,8.291559,39430.906,5515730.0
Finland,FIN,2019,42442000.0,0.14043939,56922.49,81.864,7.9941597,65059.0,583481.0,4309081.0,21656506.0,15251650.0,25.550833,7.6863256,39874.8,5521754.0
Finland,FIN,2020,37700000.0,0.12877074,55424.86,81.822,7.1370997,76202.0,569667.0,4357434.0,20256368.0,11862799.0,27.441782,6.8178334,38871.703,5529616.0
Finland,FIN,2021,37798000.0,0.12532365,56790.375,81.814,7.117177,67758.0,622653.0,4327325.0,19540664.0,12646023.0,35.99601,6.8214273,39977.855,5541069.0
Finland,FIN,2022,36367000.0,0.11402163,57068.305,81.243,6.5070214,64682.0,597072.0,2402511.0,20567082.0,12145129.0,37.504738,6.529905,40701.465,5569300.0
France,FRA,1990,393717280.0,0.17106998,38655.887,76.835,6.6128616,4322661.0,10937299.0,59048772.0,233972080.0,80439580.0,25.265203,6.9085035,28129.0,56990239.0
France,FRA,1991,417859100.0,0.17997338,38937.953,77.016,7.0077944,4421900.0,10386081.0,66697810.0,245485020.0,85988696.0,20.612728,7.2961006,28294.264,57271564.0
France,FRA,1992,407315940.0,0.17149308,39331.902,77.297,6.7451496,4420124.0,9343435.0,67707960.0,243547540.0,77892060.0,33.880608,7.0770025,28619.805,57554867.0
France,FRA,1993,387699200.0,0.16359232,39020.613,77.349,6.383473,4217789.0,8591869.0,67873560.0,239495500.0,63036296.0,29.907978,6.7074523,28336.16,57801261.0
France,FRA,1994,380793060.0,0.1579715,39801.39,77.768,6.287485,4479931.0,8775433.0,67462424.0,233578560.0,61766400.0,29.058847,6.5654125,28907.977,57999868.0
France,FRA,1995,385809900.0,0.15815884,40570.72,77.871,6.4166174,4360767.0,8635400.0,68639380.0,236348350.0,62935236.0,30.037102,6.629924,29418.863,58192207.0
France,FRA,1996,402156450.0,0.16197637,40990.74,78.061,6.639531,4530715.0,8435577.0,75755060.0,243360050.0,65289720.0,25.371634,6.8885245,29736.645,58380638.0
France,FRA,1997,394845060.0,0.15469167,41876.934,78.425,6.478013,4475842.0,8111454.0,75040510.0,240949860.0,61266110.0,24.0124,6.7415757,30341.807,58568662.0
France,FRA,1998,413258600.0,0.15799615,43162.543,78.588,6.819515,4392713.0,8686273.0,76827390.0,247030860.0,71286280.0,23.275505,7.0307403,31323.078,58778817.0
France,FRA,1999,412020800.0,0.15045406,44400.137,78.746,6.6801805,4084148.0,8386277.0,80664090.0,247610610.0,66370024.0,24.577625,6.97345,32284.611,59084209.0
France,FRA,2000,406139200.0,0.14341593,45922.48,79.044,6.5860147,4227421.0,8560925.0,84160330.0,238715200.0,65667548.0,27.852983,6.8277373,33409.68,59483716.0
France,FRA,2001,410445440.0,0.14219216,46454.87,79.221,6.605518,4188375.0,8655330.0,88274230.0,248683800.0,56010290.0,26.423157,6.8515906,33920.098,59905131.0
France,FRA,2002,405946530.0,0.13880424,46610.78,79.411,6.4697742,3942268.0,8642742.0,87872570.0,242251680.0,58578612.0,25.959745,6.7290745,34152.773,60327247.0
France,FRA,2003,411964860.0,0.13916916,46730.977,79.419,6.503511,3902859.0,8555680.0,91563760.0,244120450.0,59183884.0,26.539846,6.782306,34292.03,60741119.0
France,FRA,2004,413379500.0,0.13564795,47720.44,80.336,6.47318,3928574.0,9064842.0,93193850.0,244202100.0,58253692.0,31.197653,6.7573004,35093.824,61175244.0
France,FRA,2005,415795070.0,0.13387097,48257.465,80.337,6.4602737,3931042.0,9108285.0,94907550.0,241280270.0,62071424.0,32.656887,6.747178,35495.465,61625031.0
France,FRA,2006,406156960.0,0.12690428,49223.246,80.745,6.2466407,4230860.0,9307099.0,92312690.0,236189090.0,59520724.0,35.639244,6.5456576,36166.16,62049831.0
France,FRA,2007,396010340.0,0.121544704,50157.785,80.96,6.096413,4527252.0,9477921.0,89180056.0,226862770.0,61413052.0,38.98425,6.3430223,36845.684,62432438.0
France,FRA,2008,389093760.0,0.118829034,50068.297,81.039,5.9495673,4802859.0,8879584.0,91985860.0,222804960.0,56224628.0,39.786003,6.1977158,36761.793,62780187.0
France,FRA,2009,370875840.0,0.11825114,48404.965,81.163,5.7239423,4518417.0,7679229.0,90678936.0,218919330.0,45205028.0,36.186314,5.876987,35534.926,63106460.0
France,FRA,2010,376457200.0,0.11824337,49130.42,81.405,5.8093467,4119429.0,7887542.0,96098776.0,215220600.0,49121600.0,33.702652,5.936185,36086.727,63417366.0
France,FRA,2011,354374800.0,0.1113211,50085.684,81.781,5.5755935,3887997.0,8065247.5,87628410.0,208439420.0,42130710.0,41.586235,5.560235,36691.0,63733776.0
France,FRA,2012,356439460.0,0.11167343,49935.625,81.739,5.576483,3315244.0,7501860.0,90402424.0,204283470.0,46798950.0,34.69489,5.5642834,36625.926,64058465.0
France,FRA,2013,358702820.0,0.109249696,50066.53,81.979,5.4697533,3058398.0,7299551.0,91015624.0,203475790.0,49560444.0,30.245499,5.5709805,36647.22,64387736.0
France,FRA,2014,326842370.0,0.0983106,50326.566,82.437,4.947635,2966132.0,6974620.0,76290600.0,196835780.0,39554060.0,32.957657,5.0522456,36818.54,64692495.0
France,FRA,2015,331490200.0,0.098721854,50682.895,82.149,5.0035095,2865357.0,6606094.0,81258140.0,198717740.0,38042772.0,27.427011,5.106422,37077.89,64916337.0
France,FRA,2016,334199870.0,0.098701045,50984.074,82.401,5.0321813,2875750.0,6639023.0,88940856.0,196022220.0,35924130.0,28.52824,5.1346755,37343.84,65086853.0
France,FRA,2017,337101440.0,0.09771678,51895.566,82.439,5.0710673,2823911.0,6483218.0,89162744.0,194974610.0,39939310.0,26.863026,5.1635537,38037.336,65284775.0
France,FRA,2018,321939700.0,0.093098834,52560.953,82.568,4.8933635,2913080.0,6701300.0,84658136.0,188515790.0,35137884.0,32.56442,4.9136443,38555.465,65519537.0
France,FRA,2019,315015330.0,0.08961673,53448.555,82.73,4.7898846,2511418.0,6806672.0,85921020.0,186420220.0,29450610.0,31.680895,4.792605,39084.656,65729460.0
France,FRA,2020,280490020.0,0.08619296,49311.332,82.199,4.2502894,2138736.0,6197229.0,80005250.0,164502770.0,23937106.0,33.763702,4.255957,35913.82,65905273.0
France,FRA,2021,305607230.0,0.08965244,52517.336,82.322,4.7083073,1706209.0,6494590.0,84289200.0,178538270.0,30505194.0,35.172977,4.6245584,38242.133,66083547.0
France,FRA,2022,293501630.0,0.08495174,53691.617,82.475,4.5611963,1591822.0,6396732.0,76353304.0,179440910.0,25993764.0,39.097164,4.428381,39065.71,66277412.0
Georgia,GEO,1990,15948386.0,0.5560144,12917.095,68.679,7.1820908,119157.0,275618.0,8473564.0,6018415.0,1061631.0,-37.95278,2.926919,12140.0,5448865.0
Georgia,GEO,1991,15872158.0,0.54372597,10120.163,68.202,5.502595,110850.0,259271.0,8519667.0,6035099.0,947272.0,-28.498608,2.9504845,9535.051,5379509.0
Georgia,GEO,1994,6067844.0,0.63923055,3532.32,68.669,2.257967,0.0,40564.0,4572672.0,1117520.0,337088.0,-18.962154,1.2024422,3463.476,5046267.0
Georgia,GEO,1995,2290286.0,0.48610276,3762.8115,69.398,1.829113,0.0,40520.0,1686410.0,406055.0,157301.0,-0.67298365,0.46496263,3610.8408,4925742.0
Georgia,GEO,1996,4053812.0,0.35387766,4339.005,70.637,1.5354769,0.0,34404.0,1450944.0,2407248.0,161216.0,92.250145,0.84230256,4030.8848,4812774.0
Georgia,GEO,1997,4426263.0,0.28078982,4951.813,69.683,1.3904186,0.0,36791.0,1751392.0,2608768.0,29312.0,57.105034,0.94268894,4480.898,4695359.0
Georgia,GEO,1998,4939172.0,0.24700537,5233.2886,69.787,1.2926503,0.0,80770.0,1745358.0,3036043.0,77001.0,52.569782,1.079259,4619.905,4576447.0
Georgia,GEO,1999,4310981.0,0.21396564,5495.245,70.012,1.1757936,0.0,137561.0,1577846.0,2533339.0,62235.0,41.913834,0.96754634,4763.3506,4455581.0
Georgia,GEO,2000,4500388.0,0.22402969,5706.2725,70.091,1.2783744,0.0,140228.0,2180080.0,2121456.0,58624.0,36.156914,1.0397441,4891.664,4328361.0
Georgia,GEO,2001,3724984.0,0.15906972,6074.0864,70.371,0.9662032,0.0,134411.0,1859469.0,1676090.0,55014.0,54.684128,0.88486975,5125.1274,4209641.0
Georgia,GEO,2002,3348291.0,0.13967423,6464.325,70.438,0.9028997,0.0,138627.0,1553536.0,1601168.0,54960.0,60.755714,0.8111457,5406.953,4127854.0
Georgia,GEO,2003,3731537.0,0.13846667,7227.737,71.377,1.0008006,0.0,137153.0,1766048.0,1714752.0,113584.0,56.460957,0.91336364,6013.0093,4085489.0
Georgia,GEO,2004,4271842.0,0.14260364,7693.915,71.011,1.0971802,0.0,168162.0,2381600.0,1549872.0,172208.0,74.155235,1.0531957,6342.708,4056076.0
Georgia,GEO,2005,5013924.0,0.1503228,8485.587,70.689,1.2755771,0.0,177444.0,2791968.0,1864976.0,179536.0,75.40132,1.2453443,6849.789,4026135.0
Georgia,GEO,2006,6093048.0,0.15676713,9337.989,70.983,1.4638897,0.0,175688.0,3642016.0,2095808.0,179536.0,47.92907,1.524564,7398.0527,3996584.0
Georgia,GEO,2007,6361687.0,0.16166908,10567.274,70.985,1.7084016,0.0,173191.0,3286608.0,2520832.0,381056.0,59.735897,1.6034126,8300.144,3967592.0
Georgia,GEO,2008,5308807.0,0.13594577,10856.104,70.949,1.4758413,0.0,171879.0,2476864.0,2205728.0,454336.0,75.509445,1.3470054,8461.917,3941192.0
Georgia,GEO,2009,6135626.0,0.16071732,10553.09,71.058,1.6960644,0.0,332067.0,2485668.0,2808292.0,509598.97,24.532509,1.565636,8062.084,3918935.0
Georgia,GEO,2010,6208043.0,0.14712757,11294.368,71.732,1.6617129,0.0,327112.0,2321613.0,2761035.0,798283.0,28.752209,1.593468,8443.437,3895932.0
Georgia,GEO,2011,7804526.0,0.16426167,12288.683,72.485,2.0185597,0.0,568126.0,3451488.0,2707696.0,1077216.0,30.142471,2.0173385,8946.0,3868724.0
Georgia,GEO,2012,8254474.5,0.1681206,13193.96,72.672,2.2181764,2665.0,583059.0,3770256.0,2718688.0,1179808.0,32.96936,2.150046,9497.121,3839208.0
Georgia,GEO,2013,8012545.5,0.17682147,13913.002,73.025,2.4601176,3248.0,619010.0,3528432.0,2656400.0,1205456.0,30.62463,2.1035118,9856.679,3809128.0
Georgia,GEO,2014,8938688.0,0.18271281,14475.313,73.105,2.6448252,4290.0,620502.0,4310774.0,2831120.0,1172003.0,26.60451,2.3566766,10307.604,3792921.0
Georgia,GEO,2015,9756186.0,0.19131489,14936.844,73.241,2.8576405,5816.0,671256.0,4750316.0,3218192.0,1110606.0,20.490303,2.5731256,10629.594,3791570.0
Georgia,GEO,2016,10067680.0,0.19150265,15442.956,73.136,2.957367,4831.0,690337.0,4462752.0,3876512.0,1033247.94,15.446676,2.654936,10945.466,3792061.0
Georgia,GEO,2017,10172526.0,0.1845081,16237.624,73.435,2.995973,0.0,785358.0,4700912.0,3528432.0,1157824.0,11.045575,2.68202,11479.426,3792860.0
Georgia,GEO,2018,10062534.0,0.17342508,17228.68,73.985,2.987885,0.0,755974.0,4678928.0,3418512.0,1209120.0,24.160166,2.6516073,12035.715,3794881.0
Georgia,GEO,2019,10886591.0,0.1761769,18186.88,74.165,3.2041087,0.0,1023103.0,5301808.0,3587056.0,974624.0,10.850119,2.8673658,12631.664,3796722.0
Georgia,GEO,2020,10574905.0,0.18211223,17031.145,73.509,3.1015797,4802.0,933424.0,5321967.0,3457630.0,857082.0,22.245808,2.786037,11770.782,3795680.0
Georgia,GEO,2021,11094497.0,0.17315844,18915.654,71.635,3.2754052,2338.0,1023866.06,5519785.0,3687187.0,861321.0,25.064857,2.9285057,12994.772,3788450.0
Georgia,GEO,2022,11527141.0,0.1623096,20966.527,74.141,3.4030688,1847.0,1023866.06,5931129.0,3731124.0,839175.0,15.455237,3.0376294,14360.359,3794782.0
Germany,DEU,1990,1054795900.0,0.3009728,42373.53,75.341,12.75328,3840672.0,15297268.0,122281416.0,333324260.0,569116700.0,13.290415,13.233256,25391.0,79707963.0
Germany,DEU,1991,1016929540.0,0.28041065,44214.754,75.56,12.398288,3619388.0,13741151.0,130146120.0,355311400.0,504042600.0,12.504138,12.663626,26769.96,80303190.0
Germany,DEU,1992,969464400.0,0.2599301,44763.664,76.004,11.635423,3540271.0,14444000.0,129299790.0,357980960.0,454310530.0,24.52518,11.978323,27385.055,80934901.0
Germany,DEU,1993,959385900.0,0.26011932,44037.523,76.08,11.45501,3317839.0,14531254.0,136251980.0,364628670.0,430776160.0,20.933905,11.773518,27250.701,81486771.0
Germany,DEU,1994,943227650.0,0.24970378,45024.992,76.38,11.242911,3220337.0,15340627.0,142149890.0,353812500.0,418185020.0,20.311398,11.534621,28140.057,81773613.0
Germany,DEU,1995,939933600.0,0.24471524,45568.676,76.552,11.15135,3060097.0,15562397.0,152970460.0,351700200.0,406046200.0,21.303905,11.459825,28868.945,82019890.0
Germany,DEU,1996,959690100.0,0.24987917,45908.664,76.783,11.471619,3213327.0,14811078.0,169956320.0,361056860.0,400612700.0,17.122274,11.666093,29349.982,82263195.0
Germany,DEU,1997,931508100.0,0.23700716,46691.82,77.218,11.066296,3239481.0,15274969.0,162876430.0,353069470.0,386864450.0,15.756904,11.306132,30186.945,82389631.0
Germany,DEU,1998,923498700.0,0.23191859,47663.336,77.576,11.054013,3168288.0,15544564.0,165377090.0,351913900.0,377479900.0,16.993414,11.26054,31129.584,82011933.0
Germany,DEU,1999,895442050.0,0.21808606,48647.168,77.798,10.609269,3113198.0,15771092.0,165627090.0,340846270.0,360052200.0,21.73179,10.9630375,32087.604,81678279.0
Germany,DEU,2000,898975740.0,0.21215999,49979.133,78.056,10.603573,2992522.0,15252878.0,166420500.0,330774370.0,373460540.0,20.561668,10.990293,33367.285,81797255.0
Germany,DEU,2001,915254800.0,0.212116,50711.68,78.402,10.756759,2969588.0,13504016.0,173799380.0,338870880.0,376520320.0,18.056177,11.1706505,34260.29,81933882.0
Germany,DEU,2002,898834300.0,0.2088797,50510.906,78.475,10.550703,2965949.0,12822649.0,173609550.0,324413250.0,375786100.0,14.290481,10.952268,34590.93,82068328.0
Germany,DEU,2003,894501060.0,0.21191427,50215.426,78.536,10.641365,3003048.0,13507148.0,176586990.0,313846600.0,378305280.0,18.854227,10.893721,34716.44,82111619.0
Germany,DEU,2004,876569860.0,0.20600861,50810.145,79.119,10.467327,2928276.0,14068338.0,174326960.0,301208200.0,374907840.0,19.127758,10.677804,35528.715,82092706.0
Germany,DEU,2005,867880600.0,0.1990874,51289.28,79.254,10.211049,2953896.0,13049804.0,175903920.0,305187500.0,361974620.0,21.075283,10.577881,36205.574,82046733.0
Germany,DEU,2006,886434300.0,0.19482757,53326.977,79.586,10.389565,3069155.0,13340261.0,180197180.0,313190980.0,367652960.0,18.324352,10.849607,38014.137,81701971.0
Germany,DEU,2007,846116160.0,0.18296918,54941.6,79.731,10.05262,2988770.0,14449074.0,173851470.0,268923900.0,376715140.0,22.652687,10.407519,39752.207,81298546.0
